iter	RMSE
661	4.056194748
662	4.055124058
663	4.05367334
664	4.051203406
665	4.050391942
666	4.049510121
667	4.04836196
668	4.047191725
669	4.04494517
670	4.041469526
671	4.039892189
672	4.038388792
673	4.034905973
674	4.032347999
675	4.030852197
676	4.029446989
677	4.028130421
678	4.021299156
679	4.020335777
680	4.014992209
681	4.010880328
682	4.009069163
683	4.005262866
684	4.003511712
685	4.002588682
686	4.000412286
687	3.999363327
688	3.990239064
689	3.987625489
690	3.986697487
691	3.985369414
692	3.98026672
693	3.975307469
694	3.973711268
695	3.970617694
696	3.967335802
697	3.964065605
698	3.961693823
699	3.955798508
700	3.9508126
701	3.948195989
702	3.947205276
703	3.938753908
704	3.932837309
705	3.928232506
706	3.921376317
707	3.915698287
708	3.914874284
709	3.910208299
710	3.905954056
711	3.904913128
712	3.903276162
713	3.902434975
714	3.900312582
715	3.896991165
716	3.893661586
717	3.890609878
718	3.889566554
719	3.876734878
720	3.873642349
721	3.872312566
722	3.865783081
723	3.864859449
724	3.863323734
725	3.860776411
726	3.856288827
727	3.853558309
728	3.849212112
729	3.847961897
730	3.846866628
731	3.84502323
732	3.839832568
733	3.838590723
734	3.836175079
735	3.835326222
736	3.834469095
737	3.831891163
738	3.830224681
739	3.826918714
740	3.826051812
741	3.824181187
742	3.821305361
743	3.819110414
744	3.818511311
745	3.812203099
746	3.809563318
747	3.806213625
748	3.804565216
749	3.802571482
750	3.797942963
751	3.796025973
752	3.795209986
753	3.791751921
754	3.790369067
755	3.785403554
756	3.784337795
757	3.781547161
758	3.777460367
759	3.776086404
760	3.773667225
761	3.767794883
762	3.760997748
763	3.759319409
764	3.755877791
765	3.752959614
766	3.751839682
767	3.750276236
768	3.746042945
769	3.740499003
770	3.738541233
771	3.736000745
772	3.734749771
773	3.733459141
774	3.731305295
775	3.72934586
776	3.728070346
777	3.726102551
778	3.72505353
779	3.723770163
780	3.723037011
781	3.72229961
782	3.721528888
783	3.71872401
784	3.718210359
785	3.716370079
786	3.712644078
787	3.709424489
788	3.70710402
789	3.706046552
790	3.705498234
791	3.704230729
792	3.703370877
793	3.701984522
794	3.700019091
795	3.698946626
796	3.69751635
797	3.694769739
798	3.69406052
799	3.69317298
800	3.692045718
801	3.691015349
802	3.689058037
803	3.687245196
804	3.685136386
805	3.684119819
806	3.681025517
807	3.678234787
808	3.677387512
809	3.676169236
810	3.675020564
811	3.67173074
812	3.660420966
813	3.656554502
814	3.655129264
815	3.650617905
816	3.649986794
817	3.648605396
818	3.638847707
819	3.635868239
820	3.633346891
821	3.632832517
822	3.630515837
823	3.625915063
824	3.62389796
825	3.62215468
826	3.621551746
827	3.61770574
828	3.61372061
829	3.611216841
830	3.609001554
831	3.604456291
832	3.603679002
833	3.601957737
834	3.597301675
835	3.596529543
836	3.595421098
837	3.593849201
838	3.583839196
839	3.583216031
840	3.582480679
841	3.58043043
842	3.579795581
843	3.577094113
844	3.575995319
845	3.57271629
846	3.571321152
847	3.569964058
848	3.568009337
849	3.562356847
850	3.560433864
851	3.558022058
852	3.557192844
853	3.554642995
854	3.553336699
855	3.552157638
856	3.549178084
857	3.543390763
858	3.539901535
859	3.538998967
860	3.531882333
861	3.528960559
862	3.525347131
863	3.524011547
864	3.519780845
865	3.515214577
866	3.511207601
867	3.507420149
868	3.50662413
869	3.505536716
870	3.504034646
871	3.502778407
872	3.500304791
873	3.497518413
874	3.496602045
875	3.494798661
876	3.491648698
877	3.490329708
878	3.486762974
879	3.484925504
880	3.482549611
881	3.481348109
882	3.477283428
883	3.476089149
884	3.475326175
885	3.473810333
886	3.470173981
887	3.469064493
888	3.466775282
889	3.458206949
890	3.45680318
891	3.455632997
892	3.455065076
893	3.454192507
894	3.453078929
895	3.452399254
896	3.450472011
897	3.447974753
898	3.446738126
899	3.445718769
900	3.444977239
901	3.443884476
902	3.443184147
903	3.442068966
904	3.440536329
905	3.439103337
906	3.437334443
907	3.433183068
908	3.432210317
909	3.431559297
910	3.429899776
911	3.426769892
912	3.419641521
913	3.418273279
914	3.417137736
915	3.416455234
916	3.412501163
917	3.41178758
918	3.408099456
919	3.406582148
920	3.405060664
921	3.404091689
922	3.399224051
923	3.398559524
924	3.397711994
925	3.396669426
926	3.395932418
927	3.394337024
928	3.392790298
929	3.391312095
930	3.390602255
931	3.383550323
932	3.381331252
933	3.37848384
934	3.377977103
935	3.373758991
936	3.372694206
937	3.371306497
938	3.370597522
939	3.369703854
940	3.367959753
941	3.366262112
942	3.365615274
943	3.365164542
944	3.363668759
945	3.362817271
946	3.362433754
947	3.361459677
948	3.359473456
949	3.358666818
950	3.358084379
951	3.357061391
952	3.351925228
953	3.351176213
954	3.348391284
955	3.347375908
956	3.346405406
957	3.344539477
958	3.343964252
959	3.341934231
960	3.340886148
961	3.339953993
962	3.336803929
963	3.332494604
964	3.331883863
965	3.327761733
966	3.325624494
967	3.324922114
968	3.324259157
969	3.322919126
970	3.322208366
971	3.320245801
972	3.318051906
973	3.316010199
974	3.315309675
975	3.31439283
976	3.313534779
977	3.312729585
978	3.311389427
979	3.309423533
980	3.307353828
981	3.304724237
982	3.303457284
983	3.299128206
984	3.295381397
985	3.294899555
986	3.293465809
987	3.292209174
988	3.288432652
989	3.2876105
990	3.285741944
991	3.284866638
992	3.283611747
993	3.279240093
994	3.278366002
995	3.276259961
996	3.275331485
997	3.274657962
998	3.273155305
999	3.270738762
