iter	Passed	Remaining
409	3570	5138
410	3580	5130
411	3587	5120
412	3594	5108
413	3601	5097
414	3608	5086
415	3615	5075
416	3622	5064
417	3629	5052
418	3635	5041
419	3642	5030
420	3649	5018
421	3656	5007
422	3662	4996
423	3669	4985
424	3676	4974
425	3685	4965
426	3692	4954
427	3699	4943
428	3707	4935
429	3714	4923
430	3721	4913
431	3730	4904
432	3737	4894
433	3744	4883
434	3752	4873
435	3758	4862
436	3765	4851
437	3772	4841
438	3779	4830
439	3787	4820
440	3794	4809
441	3801	4799
442	3808	4788
443	3815	4778
444	3822	4767
445	3829	4757
446	3836	4746
447	3843	4735
448	3850	4724
449	3857	4714
450	3864	4704
451	3871	4693
452	3878	4683
453	3884	4672
454	3891	4661
455	3900	4652
456	3906	4641
457	3913	4631
458	3920	4621
459	3927	4610
460	3934	4599
461	3941	4590
462	3948	4580
463	3955	4569
464	3962	4558
465	3969	4548
466	3976	4538
467	3983	4528
468	3990	4518
469	3997	4508
470	4005	4498
471	4013	4489
472	4019	4478
473	4026	4468
474	4034	4458
475	4041	4449
476	4048	4438
477	4055	4428
478	4061	4418
479	4068	4407
480	4075	4397
481	4082	4387
482	4090	4378
483	4097	4368
484	4105	4359
485	4113	4350
486	4120	4340
487	4127	4330
488	4134	4320
489	4141	4310
490	4148	4300
491	4155	4290
492	4162	4280
493	4168	4269
494	4175	4259
495	4182	4249
496	4188	4239
497	4195	4229
498	4205	4222
499	4212	4212
500	4219	4203
501	4226	4193
502	4235	4184
503	4243	4176
504	4250	4166
505	4257	4156
506	4264	4146
507	4271	4137
508	4278	4127
509	4286	4117
510	4293	4108
511	4299	4098
512	4306	4088
513	4313	4078
514	4322	4070
515	4328	4060
516	4336	4051
517	4344	4042
518	4351	4032
519	4358	4022
520	4364	4012
521	4373	4004
522	4382	3997
523	4389	3987
524	4396	3977
525	4403	3968
526	4410	3958
527	4417	3948
528	4424	3939
529	4432	3931
530	4439	3921
531	4446	3911
532	4452	3901
533	4459	3891
534	4466	3882
535	4472	3872
536	4479	3862
537	4486	3852
538	4492	3842
539	4500	3833
540	4506	3823
541	4513	3814
542	4520	3804
543	4530	3797
544	4537	3787
545	4544	3778
546	4551	3769
547	4558	3759
548	4565	3750
549	4571	3740
550	4578	3731
551	4585	3721
552	4592	3712
553	4599	3702
554	4606	3693
555	4613	3684
556	4620	3674
557	4629	3666
558	4636	3657
559	4643	3648
560	4650	3638
561	4656	3629
562	4663	3620
563	4671	3611
564	4678	3602
565	4685	3592
566	4693	3584
567	4700	3574
568	4707	3566
569	4714	3556
570	4721	3547
571	4729	3538
572	4735	3529
573	4743	3520
574	4751	3511
575	4758	3502
576	4765	3493
577	4772	3484
578	4778	3474
579	4785	3465
580	4792	3456
581	4799	3446
582	4806	3437
583	4813	3428
584	4820	3419
585	4827	3410
586	4834	3401
587	4842	3392
588	4849	3383
589	4856	3374
590	4863	3365
591	4870	3356
592	4877	3347
593	4884	3338
594	4891	3329
595	4898	3320
596	4905	3311
597	4911	3301
598	4918	3292
599	4926	3284
600	4935	3276
601	4942	3267
602	4949	3258
603	4955	3249
604	4962	3240
605	4969	3231
606	4977	3222
607	4984	3213
608	4991	3204
609	4998	3195
610	5005	3186
611	5012	3178
612	5019	3169
613	5026	3159
614	5034	3151
615	5041	3142
616	5048	3133
617	5055	3124
618	5063	3116
619	5070	3107
620	5077	3098
621	5084	3090
622	5091	3080
623	5099	3072
624	5106	3063
625	5113	3054
626	5120	3046
627	5127	3037
628	5134	3028
629	5141	3019
630	5148	3010
631	5155	3001
632	5163	2993
633	5170	2984
634	5177	2975
635	5185	2967
636	5192	2958
637	5199	2950
638	5206	2941
639	5213	2932
640	5220	2923
641	5226	2914
642	5233	2905
643	5242	2897
644	5251	2890
645	5258	2881
646	5265	2872
647	5271	2863
648	5278	2854
649	5285	2846
650	5292	2837
651	5299	2828
652	5306	2819
653	5313	2810
654	5320	2802
655	5330	2795
656	5337	2786
657	5345	2778
658	5351	2769
659	5359	2761
660	5366	2752
661	5373	2743
662	5380	2734
663	5386	2725
664	5393	2717
665	5400	2708
666	5407	2699
667	5414	2690
668	5422	2682
669	5428	2673
670	5435	2665
671	5442	2656
672	5450	2648
673	5458	2639
674	5464	2631
675	5471	2622
676	5478	2613
677	5485	2605
678	5491	2596
679	5498	2587
680	5505	2579
681	5512	2570
682	5520	2562
683	5527	2553
684	5534	2545
685	5541	2536
686	5548	2527
687	5557	2520
688	5564	2511
689	5571	2503
690	5578	2494
691	5585	2486
692	5592	2477
693	5599	2468
694	5606	2460
695	5613	2451
696	5619	2443
697	5626	2434
698	5633	2425
699	5639	2417
700	5647	2408
701	5655	2400
702	5662	2392
703	5669	2383
704	5677	2375
705	5684	2367
706	5690	2358
707	5698	2350
708	5704	2341
709	5713	2333
710	5720	2325
711	5727	2316
712	5734	2308
713	5741	2299
714	5750	2291
715	5757	2283
716	5766	2276
717	5773	2267
718	5780	2259
719	5787	2250
720	5795	2242
721	5803	2234
722	5812	2227
723	5819	2218
724	5826	2210
725	5833	2201
726	5840	2193
727	5846	2184
728	5853	2175
729	5860	2167
730	5866	2158
731	5876	2151
732	5883	2142
733	5889	2134
734	5896	2126
735	5903	2117
736	5910	2109
737	5916	2100
738	5923	2092
739	5930	2083
740	5937	2075
741	5944	2066
742	5950	2058
743	5958	2050
744	5965	2041
745	5974	2034
746	5981	2025
747	5988	2017
748	5994	2008
749	6001	2000
750	6009	1992
751	6015	1983
752	6022	1975
753	6029	1967
754	6035	1958
755	6043	1950
756	6050	1942
757	6057	1933
758	6064	1925
759	6073	1917
760	6080	1909
761	6087	1901
762	6094	1893
763	6102	1884
764	6109	1876
765	6115	1868
766	6123	1860
767	6129	1851
768	6136	1843
769	6143	1835
770	6150	1826
771	6157	1818
772	6164	1810
773	6173	1802
774	6180	1794
775	6187	1786
776	6194	1777
777	6200	1769
778	6207	1761
779	6214	1752
780	6220	1744
781	6227	1736
782	6234	1727
783	6241	1719
784	6247	1711
785	6256	1703
786	6264	1695
787	6271	1687
788	6282	1680
789	6292	1672
790	6300	1664
791	6309	1656
792	6317	1649
793	6325	1641
794	6333	1633
795	6339	1624
796	6347	1616
797	6354	1608
798	6361	1600
799	6367	1591
800	6374	1583
801	6381	1575
802	6388	1567
803	6396	1559
804	6403	1551
805	6410	1542
806	6417	1534
807	6423	1526
808	6431	1518
809	6437	1510
810	6444	1501
811	6451	1493
812	6459	1485
813	6466	1477
814	6473	1469
815	6480	1461
816	6487	1453
817	6495	1445
818	6502	1437
819	6509	1428
820	6516	1420
821	6523	1412
822	6530	1404
823	6537	1396
824	6544	1388
825	6551	1380
826	6558	1371
827	6565	1363
828	6572	1355
829	6579	1347
830	6585	1339
831	6594	1331
832	6601	1323
833	6608	1315
834	6615	1307
835	6623	1299
836	6630	1291
837	6637	1283
838	6644	1274
839	6650	1266
840	6657	1258
841	6664	1250
842	6672	1242
843	6679	1234
844	6686	1226
845	6695	1218
846	6701	1210
847	6708	1202
848	6716	1194
849	6723	1186
850	6730	1178
851	6737	1170
852	6743	1162
853	6750	1154
854	6757	1145
855	6764	1137
856	6773	1130
857	6780	1122
858	6787	1114
859	6793	1105
860	6803	1098
861	6810	1090
862	6816	1082
863	6823	1074
864	6830	1066
865	6837	1058
866	6844	1049
867	6851	1041
868	6857	1033
869	6864	1025
870	6871	1017
871	6878	1009
872	6885	1001
873	6892	993
874	6901	985
875	6908	977
876	6915	969
877	6922	961
878	6929	953
879	6936	945
880	6943	937
881	6950	929
882	6956	921
883	6963	913
884	6970	905
885	6977	897
886	6984	889
887	6991	881
888	6999	873
889	7005	865
890	7013	858
891	7020	850
892	7027	842
893	7034	834
894	7041	826
895	7048	818
896	7055	810
897	7062	802
898	7069	794
899	7076	786
900	7083	778
901	7090	770
902	7097	762
903	7104	754
904	7112	746
905	7119	738
906	7127	730
907	7133	722
908	7140	714
909	7147	706
910	7154	699
911	7163	691
912	7171	683
913	7177	675
914	7184	667
915	7191	659
916	7198	651
917	7205	643
918	7214	635
919	7221	627
920	7231	620
921	7238	612
922	7245	604
923	7252	596
924	7260	588
925	7270	581
926	7283	573
927	7293	565
928	7299	557
929	7310	550
930	7317	542
931	7324	534
932	7331	526
933	7337	518
934	7344	510
935	7352	502
936	7359	494
937	7365	486
938	7373	478
939	7380	471
940	7388	463
941	7394	455
942	7402	447
943	7409	439
944	7417	431
945	7426	423
946	7434	416
947	7442	408
948	7451	400
949	7471	393
950	7539	388
951	7552	380
952	7562	372
953	7569	364
954	7576	357
955	7584	349
956	7591	341
957	7598	333
958	7606	325
959	7613	317
960	7622	309
961	7629	301
962	7636	293
963	7644	285
964	7651	277
965	7658	269
966	7667	261
967	7674	253
968	7681	245
969	7687	237
970	7694	229
971	7701	221
972	7708	213
973	7716	205
974	7723	198
975	7729	190
976	7736	182
977	7743	174
978	7753	166
979	7761	158
980	7769	150
981	7779	142
982	7787	134
983	7794	126
984	7801	118
985	7808	110
986	7815	102
987	7822	95
988	7830	87
989	7837	79
990	7844	71
991	7851	63
992	7858	55
993	7865	47
994	7872	39
995	7879	31
996	7886	23
997	7893	15
998	7900	7
999	7907	0
