iter	RMSE
197	8.111569428
198	8.062367771
199	8.054242171
200	8.010222146
201	7.97595608
202	7.938174075
203	7.917922082
204	7.87648668
205	7.839037538
206	7.83352056
207	7.792534313
208	7.766687843
209	7.72661107
210	7.694838339
211	7.663896087
212	7.657050164
213	7.639184821
214	7.617522862
215	7.603838991
216	7.572357379
217	7.567704198
218	7.52489832
219	7.494552772
220	7.462841757
221	7.434243961
222	7.414991969
223	7.38683921
224	7.372323839
225	7.339844227
226	7.316927738
227	7.312803923
228	7.291684572
229	7.277720357
230	7.265298852
231	7.261628362
232	7.251911193
233	7.226523984
234	7.198075555
235	7.163960636
236	7.140798116
237	7.126695984
238	7.09339439
239	7.068401201
240	7.034134906
241	7.029620085
242	7.009218175
243	6.983665554
244	6.955538142
245	6.92584092
246	6.909171157
247	6.900996403
248	6.875680729
249	6.857553302
250	6.835196885
251	6.830458379
252	6.808297578
253	6.789642241
254	6.786402299
255	6.783413263
256	6.766973007
257	6.738215006
258	6.709041357
259	6.681292669
260	6.669022322
261	6.649161538
262	6.635047589
263	6.613027817
264	6.590673805
265	6.571641262
266	6.559752148
267	6.533736435
268	6.526213341
269	6.504076498
270	6.501383525
271	6.48701833
272	6.46971559
273	6.466356515
274	6.442400559
275	6.425769036
276	6.405199221
277	6.382804695
278	6.374433178
279	6.351247814
280	6.343201406
281	6.325292377
282	6.31086831
283	6.292306189
284	6.28506664
285	6.269449407
286	6.236613421
287	6.219476807
288	6.210144332
289	6.19170404
290	6.172016573
291	6.161569692
292	6.151126195
293	6.139335508
294	6.133219096
295	6.12035334
296	6.105210507
297	6.101109425
298	6.088363347
299	6.058889547
300	6.047161374
301	6.042379419
302	6.038037012
303	6.032385452
304	6.011089074
305	6.001989137
306	5.983376033
307	5.972714181
308	5.966551621
309	5.948851623
310	5.934216278
311	5.922906802
312	5.919155881
313	5.917018972
314	5.903862862
315	5.896508527
316	5.889044366
317	5.879744086
318	5.863656966
319	5.84665727
320	5.839280883
321	5.824919637
322	5.813811319
323	5.811925641
324	5.798196914
325	5.787498397
326	5.769871102
327	5.753283071
328	5.742670777
329	5.737267072
330	5.72978594
331	5.722870564
332	5.721964943
333	5.697030716
334	5.691027658
335	5.686187878
336	5.67512707
337	5.665161836
338	5.646270391
339	5.635891378
340	5.630645617
341	5.616809181
342	5.610069249
343	5.593607005
344	5.584209798
345	5.581619128
346	5.565429242
347	5.559004208
348	5.550620059
349	5.54510515
350	5.531334518
351	5.527437416
352	5.524782006
353	5.51695491
354	5.513915498
355	5.496194009
356	5.484386211
357	5.476431968
358	5.463451412
359	5.442433838
360	5.439258727
361	5.437493829
362	5.429301212
363	5.423207747
364	5.417192019
365	5.410126485
366	5.395468651
367	5.393449621
368	5.388308462
369	5.383477193
370	5.371817917
371	5.366766255
372	5.364564428
373	5.362917614
374	5.357525345
375	5.351702008
376	5.3447219
377	5.341329811
378	5.328348137
379	5.326754919
380	5.323404987
381	5.314613629
382	5.303985387
383	5.302053607
384	5.282556918
385	5.26777732
386	5.253061304
387	5.248143849
388	5.243792883
389	5.2387353
390	5.234298414
391	5.224562131
392	5.215898015
393	5.214103753
394	5.205081152
395	5.201807789
396	5.191325618
397	5.186957766
398	5.164726275
399	5.155741721
400	5.152731855
401	5.151695594
402	5.147948175
403	5.131553966
404	5.12648287
405	5.12385919
406	5.11849779
407	5.111230618
408	5.106336765
409	5.101508751
410	5.093597075
411	5.08983334
412	5.085773056
413	5.074653058
414	5.060178122
415	5.056575617
416	5.04701341
417	5.043611219
418	5.03899034
419	5.031243478
420	5.03019316
421	5.027056295
422	5.024686283
423	5.021153706
424	5.013595403
425	5.006842826
426	4.995618385
427	4.986359665
428	4.981696512
429	4.980478632
430	4.97891332
431	4.975731837
432	4.953509999
433	4.942837895
434	4.939030077
435	4.933698603
436	4.929532102
437	4.924226171
438	4.921187807
439	4.920364506
440	4.914964982
441	4.908774418
442	4.903542564
443	4.884549421
444	4.880177726
445	4.872917686
446	4.868207613
447	4.863138825
448	4.860657426
449	4.853081419
450	4.844069666
451	4.835216704
452	4.829702293
453	4.827597368
454	4.823987186
455	4.822440394
456	4.820906278
457	4.814263813
458	4.806572465
459	4.79809657
460	4.791829162
461	4.785385646
462	4.78083663
463	4.777941097
464	4.766960899
465	4.760369295
466	4.758044704
467	4.75112619
468	4.745007249
469	4.734806795
470	4.730164284
471	4.727012242
472	4.726213821
473	4.722309964
474	4.715255688
475	4.707550943
476	4.705514201
477	4.701810368
478	4.700995418
479	4.698948089
480	4.693647125
481	4.690933903
482	4.682751964
483	4.67553405
484	4.673062602
485	4.668037518
486	4.665600312
487	4.650417381
488	4.640938539
489	4.635400336
490	4.633777049
491	4.628115055
492	4.626261913
493	4.625485258
494	4.621875299
495	4.617338035
496	4.616672459
497	4.609559466
498	4.606151099
499	4.599357955
500	4.590953252
501	4.588902799
502	4.583620999
503	4.57636447
504	4.572030195
505	4.564467498
506	4.56200176
507	4.55014739
508	4.543454134
509	4.538952444
510	4.534802187
511	4.534038497
512	4.529973945
513	4.521645905
514	4.516855808
515	4.514419358
516	4.506291146
517	4.50333154
518	4.502378483
519	4.496484857
520	4.494962483
521	4.489146278
522	4.48696006
523	4.485886111
524	4.481512231
525	4.475416853
526	4.471940825
527	4.46558891
528	4.463961476
529	4.456427596
530	4.454066277
531	4.442511615
532	4.441921377
533	4.441075122
534	4.437466896
535	4.436754978
536	4.435894363
537	4.433694546
538	4.425486566
539	4.418863725
540	4.418030367
541	4.412355447
542	4.40405494
543	4.400002146
544	4.398482294
545	4.397087425
546	4.390896264
547	4.388452903
548	4.385246776
549	4.384482007
550	4.372058767
551	4.370656529
552	4.36659233
553	4.364173327
554	4.357724494
555	4.346772679
556	4.346076227
557	4.343435776
558	4.33655725
559	4.332002125
560	4.328103621
561	4.326653173
562	4.324897248
563	4.321331659
564	4.31511715
565	4.312074786
566	4.310643565
567	4.309029676
568	4.299202112
569	4.298396325
570	4.295101951
571	4.291832871
572	4.290192876
573	4.285875147
574	4.284615961
575	4.280961499
576	4.279611306
577	4.27308959
578	4.272586946
579	4.26923004
580	4.268227818
581	4.265856521
582	4.262261692
583	4.254021813
584	4.246629682
585	4.237773593
586	4.235703337
587	4.233642216
588	4.230695404
589	4.218446369
590	4.21586677
591	4.205317182
592	4.203733262
593	4.198172618
594	4.195942176
595	4.194735498
596	4.1907964
597	4.189430229
598	4.185050499
599	4.179958784
600	4.177106439
601	4.17296629
602	4.166727478
603	4.165884875
604	4.163427149
605	4.160729413
606	4.157567809
607	4.156254001
608	4.151499165
609	4.149271716
610	4.146529463
611	4.14475154
612	4.132512997
613	4.131460508
614	4.130331479
615	4.129225116
616	4.127625553
617	4.125043879
618	4.120500514
619	4.119550791
620	4.114818822
621	4.111632499
622	4.110139005
623	4.108244749
624	4.106181532
625	4.105108309
626	4.100716457
627	4.097661167
628	4.096238266
629	4.09385328
630	4.091417669
631	4.090380494
632	4.082485164
633	4.078685646
634	4.073743267
635	4.071538688
636	4.071100403
637	4.06842555
638	4.066651216
639	4.063522657
640	4.062020128
641	4.056705637
642	4.056135547
643	4.054447711
644	4.043875886
645	4.040540384
646	4.036935971
647	4.035554157
648	4.030390362
649	4.02939264
650	4.025377156
651	4.023976986
652	4.021813738
653	4.020528427
654	4.011679178
655	4.006821151
656	4.003957816
657	4.001877878
658	4.000521294
659	3.994118743
660	3.993223915
661	3.990141749
662	3.988868885
663	3.983793047
664	3.982483782
665	3.973612028
666	3.962632448
667	3.961284793
668	3.958384718
669	3.955117703
670	3.953544775
671	3.949484025
672	3.946125204
673	3.943969476
674	3.94340501
675	3.934700829
676	3.928670506
677	3.926841549
678	3.925667378
679	3.924023213
680	3.921686959
681	3.915942066
682	3.913160057
683	3.911201605
684	3.908232668
685	3.90579859
686	3.903803987
687	3.900797533
688	3.900035476
689	3.897962725
690	3.896656477
691	3.892929945
692	3.892381107
693	3.891454562
694	3.886530569
695	3.885747482
696	3.884973267
697	3.880149149
698	3.878970775
699	3.877817508
700	3.876439823
701	3.871147617
702	3.869496768
703	3.865162257
704	3.864245403
705	3.862295878
706	3.861203752
707	3.859505842
708	3.858646754
709	3.856728413
710	3.854113551
711	3.852581089
712	3.851214576
713	3.848698904
714	3.843658851
715	3.840892991
716	3.838373403
717	3.834254422
718	3.832486751
719	3.831040963
720	3.827998978
721	3.826595388
722	3.821515299
723	3.811638058
724	3.811178035
725	3.810380886
726	3.808375336
727	3.805836665
728	3.80517632
729	3.796155041
730	3.79528177
731	3.792680046
732	3.791443153
733	3.790003642
734	3.788899373
735	3.787340405
736	3.786536687
737	3.785577095
738	3.784187315
739	3.780775418
740	3.779285183
741	3.778112172
742	3.776911212
743	3.772690219
744	3.772015109
745	3.769793142
746	3.76797427
747	3.766957717
748	3.766015184
749	3.764635269
750	3.762001173
751	3.761136678
752	3.757643429
753	3.756922442
754	3.755696018
755	3.753229659
756	3.751742232
757	3.748670559
758	3.745089937
759	3.742122442
760	3.741245495
761	3.737711694
762	3.733686743
763	3.732426501
764	3.731229402
765	3.730404196
766	3.728227917
767	3.727078041
768	3.725609218
769	3.721756299
770	3.720316647
771	3.71733065
772	3.716415626
773	3.715205864
774	3.713990714
775	3.710000955
776	3.703494521
777	3.702611726
778	3.700770874
779	3.695186514
780	3.694719193
781	3.688182354
782	3.686978223
783	3.686581981
784	3.685795944
785	3.682156144
786	3.67859107
787	3.675071121
788	3.672033013
789	3.671348621
790	3.667608633
791	3.667013471
792	3.665985159
793	3.664583424
794	3.660559242
795	3.658166882
796	3.65530845
797	3.653203867
798	3.649511064
799	3.645630337
800	3.642576988
801	3.641310164
802	3.640360156
803	3.639532195
804	3.636314628
805	3.635228023
806	3.634318771
807	3.633114338
808	3.632549916
809	3.630740213
810	3.629224693
811	3.627138926
812	3.626044776
813	3.624834802
814	3.619429255
815	3.616434767
816	3.615040003
817	3.613294075
818	3.609425413
819	3.607687194
820	3.605443731
821	3.604588225
822	3.602756572
823	3.599093529
824	3.597868463
825	3.596950166
826	3.589977886
827	3.588566932
828	3.587543391
829	3.585950962
830	3.585106491
831	3.584133491
832	3.579558074
833	3.577958283
834	3.570511614
835	3.569861261
836	3.567802605
837	3.566222919
838	3.564451315
839	3.563515838
840	3.561822982
841	3.559300924
842	3.558274855
843	3.556301606
844	3.554415093
845	3.552544011
846	3.551374381
847	3.548996595
848	3.545568455
849	3.540111782
850	3.537947088
851	3.532606205
852	3.53140259
853	3.530965773
854	3.529355974
855	3.528021515
856	3.525925128
857	3.522913344
858	3.521975141
859	3.521310843
860	3.520379802
861	3.51714264
862	3.515839416
863	3.514464566
864	3.511640507
865	3.509624854
866	3.509095201
867	3.503125293
868	3.502648407
869	3.501748195
870	3.49905206
871	3.497460647
872	3.495732113
873	3.494387881
874	3.492775276
875	3.491512696
876	3.484152861
877	3.483741026
878	3.482310508
879	3.479007136
880	3.473251842
881	3.472407175
882	3.469312606
883	3.468650729
884	3.46331712
885	3.461756195
886	3.46027684
887	3.459393521
888	3.457685742
889	3.456989038
890	3.456116693
891	3.455446523
892	3.454186136
893	3.447436805
894	3.445430601
895	3.443929469
896	3.441075156
897	3.440327089
898	3.438676618
899	3.437930452
900	3.434618925
901	3.433791767
902	3.43008265
903	3.425886262
904	3.425044867
905	3.424302223
906	3.418069449
907	3.416569689
908	3.413914995
909	3.412919461
910	3.411034629
911	3.409439539
912	3.407149968
913	3.405779491
914	3.402030687
915	3.400941555
916	3.399171313
917	3.396659932
918	3.393186959
919	3.389129094
920	3.388346503
921	3.386055223
922	3.385187983
923	3.384106997
924	3.383068623
925	3.381838368
926	3.380736788
927	3.378264377
928	3.368749664
929	3.366194525
930	3.365379219
931	3.363846362
932	3.361032451
933	3.359635229
934	3.354932825
935	3.352206868
936	3.348779002
937	3.347749772
938	3.345328474
939	3.343459854
940	3.342516796
941	3.335964252
942	3.332860383
943	3.331755712
944	3.32842362
945	3.327233986
946	3.326028152
947	3.32490169
948	3.323289138
949	3.321742386
950	3.32042739
951	3.319231423
952	3.316469784
953	3.315409644
954	3.314266647
955	3.312364852
956	3.310627091
957	3.309410895
958	3.30794182
959	3.307059922
960	3.303989744
961	3.300708795
962	3.299750925
963	3.29917091
964	3.293331247
965	3.292625621
966	3.283270814
967	3.282597887
968	3.280949135
969	3.280125781
970	3.279289504
971	3.277679862
972	3.274261628
973	3.272793187
974	3.271915375
975	3.271457602
976	3.268495187
977	3.267653494
978	3.266793676
979	3.265476567
980	3.265111891
981	3.264381758
982	3.263638788
983	3.262628053
984	3.258861066
985	3.254565104
986	3.251314004
987	3.25068017
988	3.24954053
989	3.248481572
990	3.247334391
991	3.246562578
992	3.244919575
993	3.243593922
994	3.242877385
995	3.24163788
996	3.239778654
997	3.236390135
998	3.234231925
999	3.233121746
